531,655,699,700,695,5
532,660,695,702,658,5
533,695,700,739,702,5
534,658,702,701,656,5
535,702,739,747,701,5
536,740,697,696,696,5
537,696,741,740,740,5
538,741,696,737,737,5
539,737,784,741,741,5
540,784,737,783,783,5
541,783,826,784,784,5
542,826,783,782,782,5
543,782,824,826,826,5
544,824,782,781,781,5
545,781,825,824,824,5
546,825,781,823,823,5
547,785,740,741,741,5
548,741,787,785,785,5
549,787,741,784,784,5
550,784,827,787,787,5
551,827,784,826,826,5
552,826,864,827,827,5
553,864,826,824,824,5
554,824,865,864,864,5
555,824,825,865,865,5
556,828,785,787,787,5
557,787,831,828,828,5
558,831,787,827,827,5
559,827,867,831,831,5
560,867,827,864,864,5
561,864,899,867,867,5
562,864,865,899,899,5
563,868,828,831,831,5
564,831,871,868,868,5
565,871,831,867,867,5
566,867,902,871,871,5
567,867,899,902,902,5
568,869,868,871,871,5
569,871,903,869,869,5
570,871,902,903,903,5
571,904,869,903,903,5
572,200,198,170,170,5
573,170,169,200,200,5
574,169,170,140,140,5
575,140,141,169,169,5
576,141,140,114,114,5
577,114,115,141,141,5
578,115,114,89,89,5
579,89,91,115,115,5
580,91,89,66,66,5
581,66,90,91,91,5
582,90,66,65,65,5
583,65,82,90,90,5
584,82,65,58,58,5
585,201,200,169,169,5
586,169,171,201,201,5
587,171,169,141,141,5
588,141,142,171,171,5
589,142,141,115,115,5
590,115,117,142,142,5
591,117,115,91,91,5
592,91,116,117,117,5
593,116,91,90,90,5
594,90,109,116,116,5
595,90,82,109,109,5
596,202,201,171,171,5
597,171,172,202,202,5
598,172,171,142,142,5
599,142,144,172,172,5
600,144,142,117,117,5
601,117,143,144,144,5
602,143,117,116,116,5
603,116,136,143,143,5
604,116,109,136,136,5
605,203,202,172,172,5
606,172,174,203,203,5
607,174,172,144,144,5
608,144,173,174,174,5
609,173,144,143,143,5
610,143,145,173,173,5
611,143,136,145,145,5
612,205,203,174,174,5
613,174,204,205,205,5
614,204,174,173,173,5
615,173,175,204,204,5
616,173,145,175,175,5
617,235,205,204,204,5
618,204,206,235,235,5
619,204,175,206,206,5
620,238,235,206,206,5
621,162,163,164,134,5
622,163,194,195,164,5
623,194,226,207,195,5
624,226,240,239,207,5
625,134,164,165,135,5
626,164,195,175,165,5
627,195,207,206,175,5
628,207,239,238,206,5
629,339,381,379,337,6
630,381,423,424,379,6
631,423,431,466,424,6
632,431,474,475,466,6
633,474,518,519,475,6
634,518,560,542,519,6
635,560,584,581,542,6
636,337,379,380,335,6
637,379,424,422,380,6
638,424,466,454,422,6
639,466,475,498,454,6
640,475,519,502,498,6
641,519,542,539,502,6
642,542,581,582,539,6
643,335,380,378,336,6
644,380,422,411,378,6
645,422,454,455,411,6
646,454,498,459,455,6
647,498,502,499,459,6
648,502,539,540,499,6
649,539,582,583,540,6
650,336,378,366,334,6
651,378,411,412,366,6
652,411,455,416,412,6
653,455,459,456,416,6
654,459,499,500,456,6
655,499,540,541,500,6
656,540,583,565,541,6
657,334,366,367,321,6
658,366,412,371,367,6
659,412,416,413,371,6
660,416,456,457,413,6
661,456,500,501,457,6
662,500,541,526,501,6
663,541,565,529,526,6
664,321,367,326,322,6
665,367,371,368,326,6
666,371,413,414,368,6
667,413,457,458,414,6
668,457,501,484,458,6
669,501,526,487,484,6
670,526,529,528,487,6
671,322,326,323,288,6
672,326,368,369,323,6
673,368,414,415,369,6
674,414,458,441,415,6
675,458,484,444,441,6
676,484,487,486,444,6
677,487,528,527,486,6
678,288,323,324,285,6
679,323,369,370,324,6
680,369,415,399,370,6
681,415,441,402,399,6
682,441,444,443,402,6
683,444,486,485,443,6
684,486,527,490,485,6
685,285,324,325,286,6
686,324,370,355,325,6
687,370,399,356,355,6
688,399,402,400,356,6
689,402,443,442,400,6
690,443,485,447,442,6
691,485,490,489,447,6
692,310,348,349,307,8
693,348,390,391,349,8
694,390,432,433,391,8
695,432,476,467,433,8
696,476,510,511,467,8
697,510,551,552,511,8
698,551,596,597,552,8
699,307,349,350,347,8
700,349,391,393,350,8
701,391,433,425,393,8
702,433,467,468,425,8
703,467,511,512,468,8
704,511,552,554,512,8
705,552,597,599,554,8
706,347,350,384,342,8
707,350,393,385,384,8
708,393,425,426,385,8
709,425,468,469,426,8
710,468,512,513,469,8
711,512,554,555,513,8
712,554,599,601,555,8
713,342,384,344,343,8
714,384,385,386,344,8
715,385,426,427,386,8
716,426,469,470,427,8
717,469,513,514,470,8
718,513,555,556,514,8
719,555,601,602,556,8
720,343,344,345,305,8
721,344,386,387,345,8
722,386,427,428,387,8
723,427,470,471,428,8
724,470,514,515,471,8
725,514,556,557,515,8
726,556,602,603,557,8
727,305,345,346,340,8
728,345,387,388,346,8
729,387,428,429,388,8
730,428,471,472,429,8
731,471,515,516,472,8
732,515,557,558,516,8
733,557,603,604,558,8
734,340,346,383,382,8
735,346,388,389,383,8
736,388,429,430,389,8
737,429,472,473,430,8
738,472,516,517,473,8
739,516,558,559,517,8
740,558,604,605,559,8
741,854,853,855,855,8
742,855,815,854,854,8
743,815,855,816,816,8
744,816,773,815,815,8
745,773,816,774,774,8
746,774,729,773,773,8
747,729,774,730,730,8
748,730,689,729,729,8
749,689,730,690,690,8
750,690,647,689,689,8
751,647,690,648,648,8
752,648,604,647,647,8
753,604,648,605,605,8
754,814,854,815,815,8
755,815,772,814,814,8
756,772,815,773,773,8
757,773,728,772,772,8
758,728,773,729,729,8
759,729,688,728,728,8
760,688,729,689,689,8
761,689,646,688,688,8
762,646,689,647,647,8
763,647,603,646,646,8
764,647,604,603,603,8
765,771,814,772,772,8
766,772,727,771,771,8
767,727,772,728,728,8
768,728,687,727,727,8
769,687,728,688,688,8
770,688,645,687,687,8
771,645,688,646,646,8
772,646,602,645,645,8
773,646,603,602,602,8
774,725,771,727,727,8
775,727,686,725,725,8
776,686,727,687,687,8
777,687,643,686,686,8
778,643,687,645,645,8
779,645,601,643,643,8
780,645,602,601,601,8
781,683,725,686,686,8
782,686,641,683,683,8
783,641,686,643,643,8
784,643,599,641,641,8
785,643,601,599,599,8
786,639,683,641,641,8
787,641,597,639,639,8
788,641,599,597,597,8
789,596,639,597,597,8
790,480,523,521,479,8
791,523,562,522,521,8
792,562,563,561,522,8
793,563,607,600,561,8
794,607,644,642,600,8
795,644,682,685,642,8
796,682,723,724,685,8
797,723,768,769,724,8
798,768,767,812,769,8
799,767,766,809,812,8
800,766,763,765,809,8
801,479,521,478,477,8
802,521,522,520,478,8
803,522,561,553,520,8
804,561,600,598,553,8
805,600,642,640,598,8
806,642,685,684,640,8
807,685,724,726,684,8
808,724,769,770,726,8
809,769,812,813,770,8
810,812,809,811,813,8
811,809,765,810,811,8
812,477,478,476,432,8
813,478,520,510,476,8
814,520,553,551,510,8
815,553,598,596,551,8
816,598,640,639,596,8
817,640,684,683,639,8
818,684,726,725,683,8
819,726,770,771,725,8
820,770,813,814,771,8
821,813,811,854,814,8
822,811,810,853,854,8
823,421,436,394,394,4
824,421,464,465,436,4
825,464,507,465,465,4
826,464,506,508,507,4
827,506,546,547,508,4
828,508,547,549,548,4
829,548,549,591,591,4
830,548,591,550,550,4
831,550,593,595,564,4
832,564,595,563,562,4
833,593,636,607,595,4
834,595,607,563,563,4
835,636,637,644,607,4
836,638,681,682,644,4
837,637,638,644,644,4
838,681,722,723,682,4
839,722,721,768,723,4
840,721,720,767,768,4
841,720,719,766,767,4
842,719,763,766,766,4
843,718,717,763,719,4
844,676,717,718,718,4
845,676,718,677,677,4
846,633,676,677,677,4
847,633,677,678,678,4
848,677,718,719,720,4
849,678,677,720,721,4
850,717,764,765,763,4
851,764,808,810,765,4
852,808,851,852,810,4
853,852,853,810,810,4
854,852,851,855,855,4
855,852,855,853,853,4
856,717,762,764,764,3
857,762,807,808,764,3
858,807,849,850,808,3
859,808,850,851,851,3
860,849,887,888,850,3
861,850,888,851,851,3
862,550,591,593,593,5
863,591,549,592,593,5
864,592,636,593,593,5
865,546,588,589,547,5
866,547,589,590,549,5
867,549,590,594,592,5
868,592,594,637,636,5
869,588,633,634,589,5
870,589,635,590,590,7
871,589,634,635,635,7
872,634,679,635,635,7
873,635,638,594,594,5
874,635,680,681,638,5
875,635,679,680,680,5
876,680,721,722,681,5
877,679,678,721,680,5
878,633,678,679,634,5
879,922,894,893,893,3
880,923,924,894,922,3
881,949,929,924,923,3
882,957,952,929,949,3
883,969,952,957,957,3
884,924,895,894,894,3
885,929,925,895,924,3
886,952,950,925,929,3
887,952,966,950,950,3
888,969,966,952,952,3
889,839,845,844,801,4
890,877,845,839,838,4
891,837,877,838,838,4
892,836,837,838,795,4
893,795,838,839,796,4
894,796,839,801,797,4
895,836,795,794,794,3
896,794,795,796,750,3
897,750,796,797,752,3
898,797,753,752,752,3
899,752,753,708,708,3
900,750,752,707,707,4
901,707,752,708,708,4
902,707,708,666,666,4
903,666,708,664,664,4
904,576,577,533,533,3
905,576,617,577,577,3
906,617,623,621,577,3
907,623,619,621,621,3
908,577,621,619,574,3
909,577,574,533,533,3
910,840,873,834,834,5
911,870,878,873,840,5
912,870,869,904,878,5
913,840,833,870,870,7
914,833,830,869,870,7
915,830,829,868,869,7
916,828,868,829,829,7
917,611,652,610,610,5
918,691,733,734,692,5
919,691,692,650,650,5
920,733,779,780,734,5
921,779,823,781,780,5
922,780,781,782,735,5
923,735,782,783,758,5
924,758,783,737,737,5
925,736,737,696,694,5
926,757,712,735,758,7
927,758,737,736,757,7
928,757,736,738,738,7
929,712,757,738,713,7
930,713,738,736,694,7
931,671,713,694,694,5
932,669,712,670,670,5
933,713,671,670,670,5
934,712,713,670,670,5
935,693,712,669,669,5
936,672,693,669,669,5
937,690,691,650,648,4
938,648,650,649,605,4
939,650,672,649,649,4
940,650,692,693,672,5
941,560,606,584,584,4
942,517,559,560,518,4
943,692,734,693,693,5
944,734,735,712,693,5
945,734,780,735,735,5
946,746,747,739,739,7
947,745,746,739,700,7
948,744,745,700,699,7
949,743,744,699,698,7
950,697,743,698,698,7
951,610,652,618,609,5
952,609,618,614,573,5
953,573,614,569,571,5
954,527,532,530,490,4
955,532,571,530,530,4
956,571,569,530,530,4
957,614,615,612,569,5
958,615,658,656,612,5
959,660,618,652,652,7
960,618,660,615,615,7
961,660,658,615,615,7
962,618,615,614,614,7
963,559,605,606,560,4
964,473,517,518,474,4
965,430,473,474,431,4
966,389,430,431,423,4
967,383,389,423,381,4
968,382,383,381,339,4
969,338,339,337,301,4
970,305,340,338,302,4
971,302,338,301,301,4
972,240,273,271,271,4
973,273,310,307,307,4
974,273,307,306,271,4
975,307,347,306,306,4
976,347,342,341,306,4
977,342,343,304,341,4
978,343,305,304,304,4
979,304,305,302,269,4
980,269,302,301,266,4
981,247,284,251,251,4
982,284,288,285,251,4
983,215,241,208,208,3
984,241,242,243,208,3
985,242,276,277,243,3
986,276,314,278,277,3
987,208,243,244,209,3
988,243,277,244,244,3
989,277,278,279,244,3
990,209,244,245,210,3
991,244,279,280,245,3
992,210,245,211,211,3
993,280,246,245,245,3
994,124,151,146,123,3
995,125,152,151,124,3
996,150,153,152,125,3
997,153,182,152,152,3
998,182,183,178,152,4
999,152,178,146,151,4
1000,183,176,178,178,4
1001,178,176,146,146,4
1002,183,208,176,176,4
1003,183,215,208,208,4
1004,87,95,70,69,4
1005,69,70,47,47,4
1006,63,87,69,69,4
1007,48,63,69,46,4
1008,46,69,47,47,4
1009,45,48,46,46,4
1010,26,45,46,27,4
1011,27,46,47,29,4
1012,70,71,47,47,3
1013,47,71,72,49,3
1014,49,72,68,68,3
1015,44,49,68,68,3
1016,29,47,49,44,3
1017,24,29,44,44,3
1018,12,27,29,24,3
1019,9,12,24,22,3
1020,2,11,12,9,3
1021,11,26,27,12,3
1022,4,11,2,2,3
1023,7,11,4,4,3
1024,7,19,11,11,3
1025,19,28,26,11,3
1026,28,45,26,26,3
1027,18,20,19,7,3
1028,37,20,18,18,3
1029,37,41,20,20,4
1030,37,58,41,41,4
1031,57,59,58,37,4
1032,81,59,57,57,4
1033,245,246,211,211,3
1034,340,382,339,338,4
1035,81,83,59,59,5
1036,83,82,58,59,5
1037,92,108,83,81,5
1038,108,109,82,83,5
1039,107,118,108,92,5
1040,108,118,109,109,5
1041,118,136,109,109,5
1042,107,135,118,118,5
1043,134,135,107,107,5
1044,135,145,136,118,7
1045,165,175,145,145,7
1046,240,271,270,239,5
1047,271,306,303,270,5
1048,306,341,304,303,5
1049,304,269,268,303,5
1050,269,266,237,268,5
1051,237,266,265,234,5
1052,236,237,234,205,5
1053,235,236,205,205,5
1054,135,165,145,145,7
1055,267,268,237,236,7
1056,267,236,235,238,7
1057,239,270,267,238,7
1058,205,234,203,203,7
1059,234,233,202,203,7
1060,233,231,201,202,7
1061,231,200,201,201,7
1062,232,230,229,229,7
1063,229,230,199,199,7
1064,230,228,199,199,7
1065,229,199,198,198,7
1066,265,264,233,234,5
1067,264,232,231,233,5
1068,264,262,230,232,5
1069,262,263,228,230,5
1070,263,261,228,228,5
1071,228,261,247,227,5
1072,199,228,227,197,5
1073,198,199,197,168,5
1074,170,198,168,168,5
1075,170,168,140,140,5
1076,200,229,198,198,5
1077,231,232,229,200,5
1078,635,594,590,590,5
1079,594,638,637,637,5
1080,268,267,270,303,7
1081,310,354,348,348,8
1082,354,398,392,392,8
1083,354,392,390,348,8
1084,398,440,435,435,8
1085,440,480,479,435,8
1086,435,479,477,434,8
1087,398,435,434,392,8
1088,392,434,432,390,8
1089,477,432,434,434,8
